Entity,Code,Year,Yearly burned area across other land categories,Yearly burned area across croplands,Yearly burned area across forests,Yearly burned area across savannas,Yearly burned area across shrublands and grasslands
Malaysia,MYS,2017,21.466,386.386,107.328995,0,279.056
Malaysia,MYS,2018,601.04504,6525.623,6332.4307,450.78302,4722.492
Malaysia,MYS,2019,1416.7479,7920.905,10088.959,1245.022,13244.44
Malaysia,MYS,2020,321.989,9122.995,2554.4387,128.79599,2812.03
Malaysia,MYS,2021,901.567,5860.1816,3112.553,150.261,2232.45
Malaysia,MYS,2022,257.59003,3348.676,193.193,21.466,85.863
Mali,MLI,2002,14274.803,1129126.1,64.397995,206437.25,5569727
Mali,MLI,2003,32241.734,974443.06,171.727,192999.62,5355648
Mali,MLI,2004,13287.374,1241736.1,171.727,227387.94,8099952
Mali,MLI,2005,3906.787,1080785,214.659,317050.88,7634572
Mali,MLI,2006,12450.204,1170082.9,257.59,185851.47,7534262
Mali,MLI,2007,37930.188,896822.5,279.056,205771.81,6849028.5
Mali,MLI,2008,15433.96,998205.75,128.795,256710.31,7304598.5
Mali,MLI,2009,4722.491,754546.7,64.397995,170739.5,5529929.5
Mali,MLI,2010,4872.7534,796469.56,236.125,175826.92,6155402
Mali,MLI,2011,33443.824,768392.2,85.863,212576.48,5689549.5
Mali,MLI,2012,43446.914,484098.25,150.261,153030.16,5121627
Mali,MLI,2013,4572.23,534285.44,0,143671.06,5776873
Mali,MLI,2014,1717.27,457244.44,107.329,151162.64,5126564.5
Mali,MLI,2015,10410.945,402742.6,64.397995,136587.31,4932899.5
Mali,MLI,2016,5774.3193,669434.56,364.92,264352.16,6890135.5
Mali,MLI,2017,7405.725,521985.5,150.261,118126.67,5136782
Mali,MLI,2018,15283.697,440307.88,21.466,88117.38,4297746
Mali,MLI,2019,51732.742,439041.38,107.329,89061.88,4873739.5
Mali,MLI,2020,144765.81,564681.1,321.988,131220.84,5955984
Mali,MLI,2021,128881.07,645950.9,21.466,84747.25,5949265
Mali,MLI,2022,105161.29,506186.62,85.863,93612.64,5718593
Malta,MLT,2002,0,0,0,0,0
Malta,MLT,2003,0,0,0,0,0
Malta,MLT,2004,0,0,0,0,0
Malta,MLT,2005,0,0,0,0,0
Malta,MLT,2006,0,0,0,0,0
Malta,MLT,2007,0,0,0,0,0
Malta,MLT,2008,0,0,0,0,0
Malta,MLT,2009,0,0,0,0,0
Malta,MLT,2010,0,0,0,0,0
Malta,MLT,2011,0,0,0,0,0
Malta,MLT,2012,0,0,0,0,0
Malta,MLT,2013,0,0,0,0,0
Malta,MLT,2014,0,0,0,0,0
Malta,MLT,2015,0,0,0,0,0
Malta,MLT,2016,0,0,0,0,0
Malta,MLT,2017,0,0,0,0,0
Malta,MLT,2018,0,0,0,0,0
Malta,MLT,2019,0,0,0,0,0
Malta,MLT,2020,0,0,0,0,0
Malta,MLT,2021,0,0,0,0,0
Malta,MLT,2022,0,0,0,0,0
Martinique,MTQ,2002,0,0,0,0,0
Martinique,MTQ,2003,0,0,0,0,0
Martinique,MTQ,2004,0,0,0,0,0
Martinique,MTQ,2005,0,0,0,0,0
Martinique,MTQ,2006,0,0,0,0,0
Martinique,MTQ,2007,0,0,0,0,0
Martinique,MTQ,2008,0,0,0,0,0
Martinique,MTQ,2009,0,0,0,0,0
Martinique,MTQ,2010,0,0,0,0,0
Martinique,MTQ,2011,0,0,0,0,0
Martinique,MTQ,2012,0,0,0,0,0
Martinique,MTQ,2013,0,0,0,0,0
Martinique,MTQ,2014,0,0,0,0,0
Martinique,MTQ,2015,0,0,0,0,0
Martinique,MTQ,2016,0,0,0,0,0
Martinique,MTQ,2017,0,0,0,0,0
Martinique,MTQ,2018,0,0,0,0,0
Martinique,MTQ,2019,0,0,0,0,0
Martinique,MTQ,2020,0,0,0,0,0
Martinique,MTQ,2021,0,0,0,0,0
Martinique,MTQ,2022,0,0,0,0,0
Mauritania,MRT,2002,386.386,0,0,0,92775.484
Mauritania,MRT,2003,21.466,0,0,0,32842.777
Mauritania,MRT,2004,193.193,0,0,0,264459.47
Mauritania,MRT,2005,128.795,0,0,0,292665.62
Mauritania,MRT,2006,279.057,0,0,0,330767.56
Mauritania,MRT,2007,4164.378,0,0,0,850821.1
Mauritania,MRT,2008,14425.0625,0,0,21.466,367173.66
Mauritania,MRT,2009,429.31702,64.397995,0,0,369749.56
Mauritania,MRT,2010,1266.486,0,0,0,645027.9
Mauritania,MRT,2011,536.647,85.863,0,0,292043.12
Mauritania,MRT,2012,450.78302,64.397995,0,0,283843.16
Mauritania,MRT,2013,3928.254,923.032,0,0,266391.44
Mauritania,MRT,2014,64.398,193.193,0,0,36105.59
Mauritania,MRT,2015,622.51,64.397995,0,0,42459.49
Mauritania,MRT,2016,236.124,364.92,0,0,160607.62
Mauritania,MRT,2017,64.397995,343.454,0,0,81505.9
Mauritania,MRT,2018,21.466,128.795,0,0,22345.969
Mauritania,MRT,2019,257.59,880.101,0,21.466,156250.05
Mauritania,MRT,2020,85.864,579.579,0,0,157838.52
Mauritania,MRT,2021,107.33,85.864,0,0,271586.16
Mauritania,MRT,2022,450.783,601.045,0,21.466,157130.14
Mauritius,MUS,2002,0,493.715,0,0,0
Mauritius,MUS,2003,0,837.169,0,21.466,0
Mauritius,MUS,2004,0,0,0,0,0
Mauritius,MUS,2005,0,0,0,0,0
Mauritius,MUS,2006,0,1867.53,0,85.864006,150.261
Mauritius,MUS,2007,0,0,0,0,0
Mauritius,MUS,2008,0,0,0,0,0
Mauritius,MUS,2009,0,0,0,0,0
Mauritius,MUS,2010,0,2210.984,0,0,42.932
Mauritius,MUS,2011,0,0,0,0,0
Mauritius,MUS,2012,0,858.635,0,21.466,0
Mauritius,MUS,2013,0,1309.419,0,0,21.466
Mauritius,MUS,2014,0,1674.3389,0,0,42.932
Mauritius,MUS,2015,0,0,0,0,0
Mauritius,MUS,2016,0,0,0,0,0
Mauritius,MUS,2017,0,0,0,0,0
Mauritius,MUS,2018,0,107.33,0,0,0
Mauritius,MUS,2019,0,0,0,0,0
Mauritius,MUS,2020,0,0,0,0,0
Mauritius,MUS,2021,0,0,0,0,0
Mauritius,MUS,2022,0,0,0,0,0
Mayotte,MYT,2002,0,0,0,0,0
Mayotte,MYT,2003,0,0,0,0,0
Mayotte,MYT,2004,0,0,0,0,0
Mayotte,MYT,2005,0,0,0,0,0
Mayotte,MYT,2006,0,0,0,0,0
Mayotte,MYT,2007,0,0,0,0,0
Mayotte,MYT,2008,0,0,0,0,0
Mayotte,MYT,2009,0,0,0,0,0
Mayotte,MYT,2010,0,0,0,0,0
Mayotte,MYT,2011,0,0,0,0,0
Mayotte,MYT,2012,0,0,0,0,0
Mayotte,MYT,2013,0,0,0,0,0
Mayotte,MYT,2014,0,0,0,0,0
Mayotte,MYT,2015,0,0,0,0,0
Mayotte,MYT,2016,0,0,0,0,0
Mayotte,MYT,2017,0,0,0,0,0
Mayotte,MYT,2018,0,0,0,0,0
Mayotte,MYT,2019,0,0,0,0,0
Mayotte,MYT,2020,0,0,0,0,0
Mayotte,MYT,2021,0,0,0,0,0
Mayotte,MYT,2022,0,0,0,0,0
Mexico,MEX,2002,5688.459,288651.53,286419.06,400982.4,563951.25
Mexico,MEX,2003,9101.533,312135.2,623647.9,562749.2,948190.3
Mexico,MEX,2004,6375.37,347811.47,92324.695,230865.4,279635.88
Mexico,MEX,2005,8564.888,355066.9,384947.4,824461,906181.56
Mexico,MEX,2006,5409.404,306124.75,297774.53,335211,517220.1
Mexico,MEX,2007,9466.45,292687.1,199160.31,453165.94,604800.8
Mexico,MEX,2008,7319.8643,405039.44,276244.25,434147.16,638716.9
Mexico,MEX,2009,8650.75,325122.03,268709.75,407014.34,549461.8
Mexico,MEX,2010,7684.787,251644.36,136694.64,231294.72,357170.56
Mexico,MEX,2011,8736.616,356140.22,397655.2,843694.5,1477495.6
Mexico,MEX,2012,6869.08,210301.1,177887.66,469630.25,515524.25
Mexico,MEX,2013,7319.8647,256474.17,404288.16,459584.22,602482.5
Mexico,MEX,2014,2253.9211,180485.02,34130.73,140451.17,153631.22
Mexico,MEX,2015,5967.512,182760.4,188212.73,196455.62,302668.72
Mexico,MEX,2016,6010.448,314904.28,222601.05,347575.34,488713.4
Mexico,MEX,2017,12986.856,229298.4,345235.53,607891.94,685211.94
Mexico,MEX,2018,9659.644,203174.44,155391.42,402485,519001.75
Mexico,MEX,2019,9058.598,253533.36,431893.25,518937.34,715392.94
Mexico,MEX,2020,7663.319,244045.45,367860.6,275578.8,482466.84
Mexico,MEX,2021,5559.666,226572.22,244023.97,423070.78,470188.34
Mexico,MEX,2022,7062.274,217384.84,220712.05,359617.66,416631.03
Micronesia (country),FSM,2002,0,0,0,0,0
Micronesia (country),FSM,2003,0,0,0,0,0
Micronesia (country),FSM,2004,0,0,0,0,0
Micronesia (country),FSM,2005,0,0,0,0,0
Micronesia (country),FSM,2006,0,0,0,0,0
Micronesia (country),FSM,2007,0,0,0,0,0
Micronesia (country),FSM,2008,0,0,0,0,0
Micronesia (country),FSM,2009,0,0,0,0,0
Micronesia (country),FSM,2010,0,0,0,0,0
Micronesia (country),FSM,2011,0,0,0,0,0
Micronesia (country),FSM,2012,0,0,0,0,0
Micronesia (country),FSM,2013,0,0,0,0,0
Micronesia (country),FSM,2014,0,0,0,0,0
Micronesia (country),FSM,2015,0,0,0,0,0
Micronesia (country),FSM,2016,0,0,0,0,0
Micronesia (country),FSM,2017,0,0,0,0,0
Micronesia (country),FSM,2018,0,0,0,0,0
Micronesia (country),FSM,2019,0,0,0,0,0
Micronesia (country),FSM,2020,0,0,0,0,0
Micronesia (country),FSM,2021,0,0,0,0,0
Micronesia (country),FSM,2022,0,0,0,0,0
Moldova,MDA,2002,0,14446.527,0,0,107.33
Moldova,MDA,2003,107.33,923.03503,0,0,279.057
Moldova,MDA,2004,0,17408.818,0,0,128.796
Moldova,MDA,2005,21.466,35526.008,150.26201,128.79599,107.328995
Moldova,MDA,2006,279.057,35697.74,42.932,42.932,536.648
Moldova,MDA,2007,472.24902,32756.914,279.057,321.988,923.033
Moldova,MDA,2008,150.26201,128881.06,0,21.466,515.182
Moldova,MDA,2009,21.466,25007.738,0,0,64.397995
Moldova,MDA,2010,150.261,38080.445,107.33,493.71503,214.659
Moldova,MDA,2011,128.795,34645.91,558.11304,923.033,2189.52
Moldova,MDA,2012,343.454,8843.939,64.398,450.783,708.375
Moldova,MDA,2013,686.908,36899.824,558.11304,579.579,622.511
Moldova,MDA,2014,257.592,63302.848,2189.52,1760.202,1996.3269
Moldova,MDA,2015,128.79501,38939.086,150.261,236.12502,558.112
Moldova,MDA,2016,343.454,61134.79,21.466,150.26099,257.59097
Moldova,MDA,2017,300.523,32649.584,193.193,85.864,150.26099
Moldova,MDA,2018,42.932,13029.782,21.466,236.12402,171.728
Moldova,MDA,2019,85.864,13008.316,236.124,622.51,343.454
Moldova,MDA,2020,214.659,3155.4832,21.466,21.466,601.045
Moldova,MDA,2021,42.932,21787.857,343.454,128.796,515.182
Moldova,MDA,2022,236.126,12536.071,515.18,1266.486,3370.142
Mongolia,MNG,2002,1245.021,257.591,9960.161,23032.875,985755.56
Mongolia,MNG,2003,2275.3828,15498.355,2039.2571,17108.297,1776579.5
Mongolia,MNG,2004,279.056,64.398,0,1416.748,1405842.6
Mongolia,MNG,2005,1760.2021,15391.028,107.329,3091.085,1010334
Mongolia,MNG,2006,1416.749,214.65901,643.977,5023.0127,1237035
Mongolia,MNG,2007,2940.8252,42.932,1609.94,24750.146,1744895.9
Mongolia,MNG,2008,601.045,85.863,1373.816,74636.82,765966.56
Mongolia,MNG,2009,364.921,11505.704,8393.155,39604.523,401111.2
Mongolia,MNG,2010,1695.804,236.125,85.864006,1459.679,256753.23
Mongolia,MNG,2011,1588.473,42.932,6053.375,6310.966,1791777.4
Mongolia,MNG,2012,3026.6892,729.84,1502.611,108660.22,2087190.6
Mongolia,MNG,2013,21.466,193.19301,64.398,815.703,946172.56
Mongolia,MNG,2014,923.033,64.398,343.454,493.71402,1230144.4
Mongolia,MNG,2015,965.965,1008.897,6117.7725,12815.123,1868882.9
Mongolia,MNG,2016,558.113,1094.76,128.795,171.727,1117813.6
Mongolia,MNG,2017,1588.475,42.932,3949.7202,13158.577,487854.78
Mongolia,MNG,2018,150.261,0,729.839,837.169,33014.504
Mongolia,MNG,2019,1631.406,0,21.466,15927.675,321365.5
Mongolia,MNG,2020,64.397995,21.466,21.466,815.70404,61607.04
Mongolia,MNG,2021,171.727,0,0,0,105783.8
Mongolia,MNG,2022,4314.6387,300.523,21.466,64.398,418112.16
Montenegro,MNE,2002,0,0,0,0,0
Montenegro,MNE,2003,42.932,0,257.59,665.441,2103.656
Montenegro,MNE,2004,0,0,0,0,0
Montenegro,MNE,2005,0,0,0,0,0
Montenegro,MNE,2006,0,42.932,21.466,794.237,1824.599
Montenegro,MNE,2007,0,0,321.989,8157.03,23097.273
Montenegro,MNE,2008,0,0,171.727,1717.27,3949.719
Montenegro,MNE,2009,0,0,0,0,128.795
Montenegro,MNE,2010,0,0,0,150.261,300.522
Montenegro,MNE,2011,0,150.261,729.83997,3777.993,8114.098
Montenegro,MNE,2012,21.466,0,622.511,9165.926,19555.406
Montenegro,MNE,2013,0,0,0,21.466,708.37396
Montenegro,MNE,2014,0,0,21.466,0,193.193
Montenegro,MNE,2015,0,0,493.715,2425.644,11097.8545
Montenegro,MNE,2016,0,0,0,150.261,536.647
Montenegro,MNE,2017,150.262,0,2511.5059,10239.22,18525.043
Montenegro,MNE,2018,21.466,0,0,708.374,2146.586
Montenegro,MNE,2019,0,0,300.523,1137.691,729.84
Montenegro,MNE,2020,42.932,0,965.963,2017.792,3928.255
Montenegro,MNE,2021,0,0,300.522,11613.034,11720.363
Montenegro,MNE,2022,0,0,772.771,2919.358,1631.406
Montserrat,MSR,2002,0,0,0,0,0
Montserrat,MSR,2003,0,0,0,0,0
Montserrat,MSR,2004,0,0,0,0,0
Montserrat,MSR,2005,0,0,0,0,0
Montserrat,MSR,2006,0,0,0,0,0
Montserrat,MSR,2007,0,0,0,0,0
Montserrat,MSR,2008,0,0,0,0,0
Montserrat,MSR,2009,0,0,0,0,0
Montserrat,MSR,2010,21.466,0,150.262,0,429.316
Montserrat,MSR,2011,0,0,0,0,0
Montserrat,MSR,2012,0,0,0,0,0
Montserrat,MSR,2013,0,0,0,0,0
Montserrat,MSR,2014,0,0,0,0,0
Montserrat,MSR,2015,0,0,0,0,0
Montserrat,MSR,2016,0,0,0,0,0
Montserrat,MSR,2017,0,0,0,0,0
Montserrat,MSR,2018,0,0,0,0,0
Montserrat,MSR,2019,0,0,0,0,0
Montserrat,MSR,2020,0,0,0,0,0
Montserrat,MSR,2021,0,0,0,0,0
Montserrat,MSR,2022,0,0,0,0,0
Morocco,MAR,2002,42.932,171.727,0,64.398,236.12502
Morocco,MAR,2003,42.932,1202.089,107.329,64.398,2146.587
Morocco,MAR,2004,64.397995,5452.329,472.249,21.466,5237.672
Morocco,MAR,2005,0,1652.873,515.181,493.715,5967.5127
Morocco,MAR,2006,0,3670.6619,794.237,257.591,4185.8438
Morocco,MAR,2007,0,643.97595,64.397995,279.056,1030.362
Morocco,MAR,2008,42.932,429.319,85.864,0,321.988
Morocco,MAR,2009,128.79599,1910.462,107.33,107.328995,3563.335
Morocco,MAR,2010,0,1760.202,0,21.466,2361.245
Morocco,MAR,2011,107.329,686.90796,0,64.397995,3777.992
Morocco,MAR,2012,107.33,1352.35,901.567,1352.35,9530.845
Morocco,MAR,2013,0,729.83997,0,0,3026.687
Morocco,MAR,2014,665.442,450.78302,150.261,150.261,3885.321
Morocco,MAR,2015,0,2404.176,42.932,21.466,150.261
Morocco,MAR,2016,107.329,1481.1451,536.646,85.864006,3112.55
Morocco,MAR,2017,128.795,622.51,236.125,21.466,2168.052
Morocco,MAR,2018,107.329,3391.6082,0,0,128.795
Morocco,MAR,2019,21.466,1287.9501,407.852,1051.828,2447.11
Morocco,MAR,2020,42.932,493.715,1330.884,1051.827,4314.64
Morocco,MAR,2021,0,558.11304,386.38602,1137.691,2468.5752
Morocco,MAR,2022,107.329,1953.393,6332.431,5645.523,17945.465
Mozambique,MOZ,2002,23183.139,81570.3,2389902.2,11577744,5292688.5
Mozambique,MOZ,2003,23891.516,67510.16,3123605.5,12615340,4914352.5
Mozambique,MOZ,2004,22431.834,51260.492,2969781.5,11219823,5213286.5
Mozambique,MOZ,2005,22324.506,50938.504,3531714.8,12135556,5438656.5
Mozambique,MOZ,2006,17945.467,54652.098,3477212.8,11470501,4944855.5
Mozambique,MOZ,2007,20456.973,64333.207,3543607,12294232,5051133.5
Mozambique,MOZ,2008,17709.346,61649.98,4183611.8,12880358,5358482
Mozambique,MOZ,2009,21465.871,65513.832,3593064.2,11782292,4375709.5
Mozambique,MOZ,2010,21787.857,57914.91,4744278.5,12916399,5228463
Mozambique,MOZ,2011,27089.928,59675.113,3510893,11710103,4448543.5
Mozambique,MOZ,2012,23784.18,61027.465,4005294.8,12393404,4039854.8
Mozambique,MOZ,2013,21809.322,53686.137,4058229.5,12828689,4278899
Mozambique,MOZ,2014,19448.076,51818.605,3758351.2,11772611,5282578
Mozambique,MOZ,2015,22324.504,55489.27,3534612.5,11943909,4935711.5
Mozambique,MOZ,2016,14210.411,48920.72,4015942,11133959,3307525.2
Mozambique,MOZ,2017,16743.38,38831.754,3690841.5,10769232,3297243
Mozambique,MOZ,2018,22796.75,44391.414,3829789.8,12414720,3551613.8
Mozambique,MOZ,2019,19641.27,33658.48,3002173.2,12283842,3249867.8
Mozambique,MOZ,2020,28935.994,46130.15,2785733,11684945,3163553.8
Mozambique,MOZ,2021,23032.883,35075.227,3039845.8,11158022,3922479.5
Mozambique,MOZ,2022,22517.695,29021.855,3964595.5,12642387,4304357
Myanmar,MMR,2002,622.512,209206.34,720823.9,116495.266,313530.44
Myanmar,MMR,2003,3305.744,368161.06,1992805.2,307133.62,594218.1
Myanmar,MMR,2004,5387.935,381791.9,3391456.8,302153.56,1331484.9
Myanmar,MMR,2005,3134.02,347339.22,1814574.1,298955.12,812590.44
Myanmar,MMR,2006,2425.643,306446.72,1614855.8,291764.06,694957.44
Myanmar,MMR,2007,4550.764,324993.25,2985151,337207.3,1385493
Myanmar,MMR,2008,2962.293,256839.11,1312036.8,234214.06,707364.7
Myanmar,MMR,2009,2404.181,317823.62,2591874.8,352018.75,1282864.8
Myanmar,MMR,2010,3262.8142,391494.5,2822675.8,378421.78,1489065.8
Myanmar,MMR,2011,1824.602,264008.72,1342840.2,237841.81,672954.94
Myanmar,MMR,2012,2253.917,251107.72,2136004.2,336219.88,1006276.94
Myanmar,MMR,2013,4078.518,301509.56,1703295.1,272938.5,756500.06
Myanmar,MMR,2014,2618.836,324284.84,2138987.8,291485,959910.7
Myanmar,MMR,2015,2210.988,311190.7,2271968.8,347811.44,833455.2
Myanmar,MMR,2016,2812.033,297044.7,1282692.9,221635.1,671903.1
Myanmar,MMR,2017,2060.7249,319669.7,1480136,353177.94,668296.8
Myanmar,MMR,2018,5151.812,393040.03,1214710.5,231573.77,570219.3
Myanmar,MMR,2019,2876.429,272122.8,1454892.1,240911.42,659517.3
Myanmar,MMR,2020,2790.566,354294.12,2204823.5,268838.53,1041459.5
Myanmar,MMR,2021,2747.6357,257139.62,1988318.9,259844.33,827294.56
Myanmar,MMR,2022,1996.331,201521.56,1113370.2,166403.4,434597.94
Namibia,NAM,2002,1266.486,7105.203,0,128.796,3043945.8
Namibia,NAM,2003,364.91998,5795.785,0,21.466,2976349.8
Namibia,NAM,2004,923.034,6504.159,0,85.864006,3315553.5
Namibia,NAM,2005,1051.8291,4593.696,0,42.932,3317120.5
Namibia,NAM,2006,19662.734,4722.4907,0,21.466,5022648
Namibia,NAM,2007,3649.198,3584.8,42.932,364.92,4379165.5
Namibia,NAM,2008,686.90796,2532.9731,85.864,1996.326,2768002.2
Namibia,NAM,2009,2769.097,2833.4946,64.398,150.261,5142492
Namibia,NAM,2010,772.771,3498.936,21.466,407.85202,4603892
Namibia,NAM,2011,136651.7,9015.663,0,858.635,7729022
Namibia,NAM,2012,1846.065,13652.292,21.466,579.579,8068869.5
Namibia,NAM,2013,751.30804,13909.881,0,579.579,3505633.8
Namibia,NAM,2014,880.102,14897.3125,0,128.795,2459859.5
Namibia,NAM,2015,923.033,13308.838,21.466,279.057,2384621.8
Namibia,NAM,2016,236.125,15283.696,0,64.397995,1798646.5
Namibia,NAM,2017,1438.213,8371.6875,21.466,85.864,2486949.5
Namibia,NAM,2018,1502.612,2361.246,0,150.261,1947211.8
Namibia,NAM,2019,128.796,3928.254,85.863,257.591,905902.5
Namibia,NAM,2020,3391.608,2919.359,407.851,42.932,2737585
Namibia,NAM,2021,2404.178,3241.3462,42.932,236.125,3503551.5
Namibia,NAM,2022,12450.204,3735.061,236.125,300.522,2441162.8
Nauru,NRU,2002,0,0,0,0,0
Nauru,NRU,2003,0,0,0,0,0
Nauru,NRU,2004,0,0,0,0,0
Nauru,NRU,2005,0,0,0,0,0
Nauru,NRU,2006,0,0,0,0,0
Nauru,NRU,2007,0,0,0,0,0
Nauru,NRU,2008,0,0,0,0,0
Nauru,NRU,2009,0,0,0,0,0
Nauru,NRU,2010,0,0,0,0,0
Nauru,NRU,2011,0,0,0,0,0
Nauru,NRU,2012,0,0,0,0,0
Nauru,NRU,2013,0,0,0,0,0
Nauru,NRU,2014,0,0,0,0,0
Nauru,NRU,2015,0,0,0,0,0
Nauru,NRU,2016,0,0,0,0,0
Nauru,NRU,2017,0,0,0,0,0
Nauru,NRU,2018,0,0,0,0,0
Nauru,NRU,2019,0,0,0,0,0
Nauru,NRU,2020,0,0,0,0,0
Nauru,NRU,2021,0,0,0,0,0
Nauru,NRU,2022,0,0,0,0,0
Nepal,NPL,2002,0,1760.202,17494.682,2253.917,2640.302
Nepal,NPL,2003,42.932,10432.41,142468.97,6117.773,28614
Nepal,NPL,2004,0,5538.194,114155.48,12257.012,31662.152
Nepal,NPL,2005,42.932,6482.693,113511.51,8672.212,36406.113
Nepal,NPL,2006,429.31802,1287.9519,69871.4,4142.912,15798.88
Nepal,NPL,2007,214.658,2790.565,47890.35,5001.549,11977.954
Nepal,NPL,2008,0,1652.871,98077.55,6632.952,33551.15
Nepal,NPL,2009,558.113,2039.258,141245.4,9938.697,53922.258
Nepal,NPL,2010,0,3391.608,172800.23,9788.436,38144.848
Nepal,NPL,2011,150.261,3563.331,101018.375,3112.549,15305.161
Nepal,NPL,2012,171.727,1888.997,175032.7,6954.942,30674.723
Nepal,NPL,2013,42.932,3048.153,181987.62,13094.18,22818.215
Nepal,NPL,2014,0,3949.719,176707.02,16678.98,43253.723
Nepal,NPL,2015,21.466,1567.008,23719.785,2339.78,7233.998
Nepal,NPL,2016,450.782,5216.207,441660.25,29000.389,126927.67
Nepal,NPL,2017,42.932,3777.992,105547.67,7169.6,17172.693
Nepal,NPL,2018,21.466,5108.878,74658.28,12192.611,28098.824
Nepal,NPL,2019,193.193,6525.625,233827.69,21852.252,49607.617
Nepal,NPL,2020,21.466,2210.9849,35805.066,8843.9375,8865.402
Nepal,NPL,2021,236.126,6568.5566,224983.75,45292.98,94492.75
Nepal,NPL,2022,300.522,2404.178,75066.13,12986.85,31275.768
Netherlands,NLD,2002,0,0,0,0,0
Netherlands,NLD,2003,0,0,0,0,21.466
Netherlands,NLD,2004,0,0,0,0,0
Netherlands,NLD,2005,21.466,0,0,0,0
Netherlands,NLD,2006,0,472.25,0,0,0
Netherlands,NLD,2007,0,579.579,0,21.466,0
Netherlands,NLD,2008,0,0,0,0,0
Netherlands,NLD,2009,0,0,0,0,0
Netherlands,NLD,2010,0,0,0,0,0
Netherlands,NLD,2011,0,0,0,0,0
Netherlands,NLD,2012,0,0,0,0,0
Netherlands,NLD,2013,0,0,0,0,0
Netherlands,NLD,2014,0,0,0,0,0
Netherlands,NLD,2015,0,0,0,0,0
Netherlands,NLD,2016,0,0,0,0,0
Netherlands,NLD,2017,0,0,0,0,0
Netherlands,NLD,2018,0,0,0,0,0
Netherlands,NLD,2019,0,0,0,0,0
Netherlands,NLD,2020,0,21.466,0,21.466,0
Netherlands,NLD,2021,0,0,0,0,0
Netherlands,NLD,2022,0,150.261,0,85.863,0
New Caledonia,NCL,2002,107.33,0,579.579,7191.0664,4464.901
New Caledonia,NCL,2003,0,0,0,1395.281,21.466
New Caledonia,NCL,2004,21.466,0,472.24902,5988.9785,4228.776
New Caledonia,NCL,2005,64.397995,0,407.852,2318.314,1888.996
New Caledonia,NCL,2006,42.932,0,300.521,4099.981,1073.293
New Caledonia,NCL,2007,0,0,0,0,0
New Caledonia,NCL,2008,0,0,0,0,0
New Caledonia,NCL,2009,0,0,0,0,0
New Caledonia,NCL,2010,0,0,0,0,0
New Caledonia,NCL,2011,0,0,0,42.932,923.032
New Caledonia,NCL,2012,0,0,0,0,0
New Caledonia,NCL,2013,0,0,0,601.044,0
New Caledonia,NCL,2014,0,0,0,0,0
New Caledonia,NCL,2015,0,0,343.454,751.305,1760.2009
New Caledonia,NCL,2016,107.329,0,42.932,2790.563,21.466
New Caledonia,NCL,2017,0,21.466,772.77094,1395.281,3112.552
New Caledonia,NCL,2018,0,0,150.261,1652.872,407.852
New Caledonia,NCL,2019,42.932,21.466,1867.531,7727.713,4808.354
New Caledonia,NCL,2020,0,0,0,321.988,429.317
New Caledonia,NCL,2021,64.398,42.932,21.466,4121.4473,858.635
New Caledonia,NCL,2022,0,0,0,0,0
New Zealand,NZL,2002,85.863,0,0,0,42.932
New Zealand,NZL,2003,0,686.908,214.659,0,21.466
New Zealand,NZL,2004,0,0,64.397995,42.932,536.646
New Zealand,NZL,2005,0,0,0,0,0
New Zealand,NZL,2006,0,1888.9971,21.466,279.057,1459.679
New Zealand,NZL,2007,42.932,128.795,708.374,751.306,2125.122
New Zealand,NZL,2008,0,0,257.59,150.261,536.647
New Zealand,NZL,2009,0,0,107.328995,0,21.466
New Zealand,NZL,2010,42.932,0,64.397995,386.386,729.839
New Zealand,NZL,2011,0,0,0,536.647,386.386
New Zealand,NZL,2012,21.466,0,279.057,42.932,107.329
New Zealand,NZL,2013,64.397995,1803.133,257.591,128.796,772.772
New Zealand,NZL,2014,0,0,0,214.659,601.044
New Zealand,NZL,2015,0,0,0,0,1008.896
New Zealand,NZL,2016,0,3842.3901,0,386.386,2168.053
New Zealand,NZL,2017,85.864,0,386.38602,2103.655,1008.895
New Zealand,NZL,2018,171.727,171.727,0,0,128.795
New Zealand,NZL,2019,150.26201,1266.486,1631.407,150.262,2275.384
New Zealand,NZL,2020,364.92,2404.177,686.908,171.727,5302.0693
New Zealand,NZL,2021,85.864,364.92,300.522,128.795,2060.7231
New Zealand,NZL,2022,0,0,214.659,21.466,450.783
Nicaragua,NIC,2002,4636.628,31898.281,944.498,30610.328,10904.66
Nicaragua,NIC,2003,4829.824,30009.285,31748.02,149595.62,126004.65
Nicaragua,NIC,2004,7019.339,31683.625,2339.78,54287.18,20306.713
Nicaragua,NIC,2005,4099.982,21744.922,35526.01,167262.03,171963.06
Nicaragua,NIC,2006,1652.871,23354.863,6826.146,58000.77,37372.08
Nicaragua,NIC,2007,3327.211,27733.9,2597.37,51367.82,34710.305
Nicaragua,NIC,2008,4615.163,37973.117,7062.271,87602.21,70214.85
Nicaragua,NIC,2009,3091.087,39797.72,3692.1301,27970.025,28313.484
Nicaragua,NIC,2010,3176.952,22345.967,12536.066,100524.66,99687.49
Nicaragua,NIC,2011,2339.779,32649.584,7749.178,50251.594,55102.88
Nicaragua,NIC,2012,2447.1108,42781.47,3863.856,36491.977,23805.65
Nicaragua,NIC,2013,2232.4521,39625.992,16314.06,94557.15,83974.48
